ID;Titre;Prix;Nb. D'etudiant(e)s;Nb. d'evaluations;Evaluation;Niveaux d'experience2;Duree;Date et l'heure de publication 
155344;Introduction to Bookkeeping (Accounting);20;3251;10;7.8;Tous;210;2014-01-31 15:40
652768;Trading: Basics of Trading for Beginners;140;1309;4;7.3;Intermediaire;180;2015-11-10 20:30
772950;Learn How to Trade The Stock Market;20;984;3;8;Junior;150;2016-03-02 13:19
1239068;How to Buy Cheap Options - Options Trading Pricing Model;200;658;2;8.2;Junior;480;2017-06-02 14:12
1270254;Test your Knowledge in Cost Accounting;30;999;3;6.7;Junior;480;2017-06-27 06:43
484132;MBA Accounting and Finance for Managers(Paper MS04 of IGNOU);150;1340;4;6.6;Junior;90;2015-07-19 15:43
471446;Cost Accounting Crash Course;20;3730;11;7.3;Tous;120;2015-04-10 17:01
471440;Accounting and Finance for Bankers - A Comprehensive Study;180;3056;9;7.1;Senior;300;2015-04-10 15:24
613422;Business Economics - Basics (College Level);50;3425;10;6.5;Tous;450;2015-09-16 14:29
707054;Trading Strategies: Find The Trading Strategy That Fits You;20;1037;3;6.1;Junior;210;2015-12-29 12:15
537886;Portfolio Management for CA / CS / CFA exams;20;1740;5;7.1;Tous;1080;2015-07-21 15:24
512400;EFT for Stock Options Trading Success & Making Better Trades;95;4530;13;6.4;Tous;2910;2015-08-06 15:08
192724;Certificate Program in Financial Accounting;50;1047;3;6.1;Tous;690;2014-04-24 06:56
824592;Basic Bookkeeping Hacks;20;5841;16;5.4;Tous;390;2016-06-14 11:43
484134;Cost Accounting Operating Costing(Professional Course Level);20;731;2;7;Intermediaire;90;2015-04-23 20:21
334820;Learn to Pick the Right Stock Broker Account;40;1102;3;6.1;Tous;1890;2014-12-24 16:50
390096;How to Fund your Million Dollar Idea: Equity, Debt, Unfund;50;1105;3;5.5;Tous;1170;2015-02-11 01:52
363078;Capital Structuring Techiques for CA / CFA / CPA Exams;125;4480;12;6.6;Tous;660;2014-12-05 04:23
421054;Auditing Basics (Professional Course Level);25;3771;10;8.6;Intermediaire;60;2015-02-13 09:37
585208;Basics of Economics For Beginners A to Z - A Complete Course;170;1942;5;6.9;Tous;360;2015-08-23 20:36
471546;Crash Course on Working Capital Management;20;3177;8;6.2;Intermediaire;930;2015-04-16 13:35
463834;Cost Accounting Overheads (Professional Course Level);20;2383;6;7.1;Junior;38;2015-03-31 17:55
390198;Get out of Debt - The Power of Using Compounding Interest;50;1195;3;5.7;Junior;210;2015-01-11 19:55
537878;CFA Corporate Finance Level 2;50;2474;6;7.8;Junior;60;2015-07-07 16:35
377370;Learn to Trade the Stock Market without Blowing Your Profits;60;6967;16;6.4;Tous;420;2017-05-02 16:53
378464;Accounting for CA CPT Exams Part I;50;874;2;6.9;Tous;150;2014-12-27 06:10
521234;Accounting Books of Accounts (College Level);20;911;2;6.1;Junior;90;2015-06-05 15:01
570844;Learn Basic Concepts of Economics Step by Step - Complete;150;2801;6;7.1;Tous;750;2015-08-16 12:36
454724;Cost Accounting Marginal Costing Theory and Practice;20;1923;4;6.9;Tous;1890;2015-03-24 15:07
394636;Accounting for Deferred Taxes (Professional Course Level);25;2924;6;6.9;Tous;780;2015-01-15 08:19
840300;B Com Accountancy I (Paper ECO 02 IGNOU);50;2946;6;6.9;Intermediaire;120;2016-05-05 19:07
567070;Accounting Made Easy 2;50;4034;8;5.6;Tous;210;2015-09-16 14:57
1122146;Penny Stocks Value & Chart Pattern Trading (2 Course Bundle);200;1033;2;8.7;Junior;60;2017-02-22 16:36
1188410;Basics of Mutual Funds for CA / CMA / CS / CFA Exams;125;1045;2;8.3;Intermediaire;630;2017-04-24 17:59
430968;Financial Management Capital Market Instruments;25;2650;5;7.9;Junior;240;2015-02-24 09:30
510178;Accounting Bank Reconciliation Statement (College Level);20;2189;4;7.7;Junior;32;2015-05-25 15:46
934574;Basics of Commerce A Complete Study;150;2197;4;8;Intermediaire;180;2016-12-21 11:30
614510;Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams;20;2239;4;6.4;Tous;270;2015-09-20 16:25
537896;Risk Analysis - Capital Budgeting for CA / CS / CFA exams;20;2268;4;6.9;Tous;210;2015-07-07 16:21
611420;Statistics - Measures of Dispersion for CA / CS / CFA exams;20;5108;9;7;Intermediaire;690;2015-09-14 15:47
258174;Accounting for Depreciation (Collage Level);20;576;1;7.7;Tous;150;2014-07-09 05:41
355374;Fund Flow Analysis for CA / CFA / CPA Exams;25;1184;2;6.8;Junior;270;2014-11-28 06:43
1051570;Transfer Pricing A Complete Analysis;50;1852;3;7;Tous;540;2016-12-28 13:19
364428;CFA Corporate Finance Level 1 (Part 1);180;621;1;6.2;Tous;300;2014-12-06 02:44
1269590;Advanced Options Trading Course;40;1252;2;6.7;Tous;120;2017-06-29 16:18
364206;Media Training for Financial Service Professionals;20;1254;2;6.6;Tous;420;2014-12-11 16:14
508796;Accounting for School Students;30;1311;2;7.4;Tous;420;2015-05-22 19:32
211874;Business finances;75;4695;7;5.6;Junior;240;2014-05-06 21:51
471556;Financial Management Budgeting Techniques;20;2045;3;7.3;Tous;240;2015-04-12 12:28
615600;Sensitivity & Scenario Analysis for CA / CFA / CPA Exams;20;2185;3;6.4;Junior;390;2015-09-20 16:26
537888;Risk in Forex Transactions - for CA / CS / CFA exams;20;2235;3;7;Junior;150;2015-09-29 13:27
387348;Financial Statement Fundamentals for Small Biz & Investors;30;751;1;5.9;Junior;150;2015-05-14 17:17
486240;2 Easy Steps To Investment And Avoiding Traps;20;828;1;7;Tous;210;2015-04-27 19:18
186556;CFA® Level 1 2014 – Alternative Investments;30;831;1;5.8;Tous;780;2014-04-14 07:27
165122;Trade Recap I - A Real Look at Futures Options Markets;20;3339;4;6.4;Tous;600;2014-02-17 04:22
379682;Project Funding Modelling (for Professionals);20;2736;3;7.3;Junior;90;2014-12-29 04:00
364566;MCA Accountancy and Financial Management -Paper MCS 35 IGNOU;180;3667;4;5.4;Tous;120;2014-12-06 11:34
1105344;Quantitative Aptitude for Banking & Competitive Examinations;50;1056;1;8.3;Junior;90;2017-02-09 14:33
275294;FastTrack to Stock Trading Strategies;25;5685;5;7;Tous;60;2014-08-05 14:24
1245244;Building Financial Statements in Excel;35;1181;1;7.2;Tous;120;2017-06-29 19:34
174790;Accounting 102: Guide to Business Accounting;50;1280;1;7.7;Tous;300;2014-05-09 05:48
959144;Practical Accounts APP Overview;20;1361;1;8.9;Junior;180;2016-10-04 19:38
479688;Cost Accounting Labour Costing (Professional Course Level);20;1542;1;7.4;Tous;300;2015-04-20 14:33
537884;Leasing - A Comprehensive Study (Professional Course Level);20;3094;2;5.4;Tous;90;2015-07-17 18:10
399170;Small Business Owners: Drive a Productive Business and Grow;20;5099;2;6.9;Junior;60;2015-01-20 16:39
